"|","|__i","|__lc","|__m","|__n","|__sc","|__ri","|__rm","|__rn","|__t","|__time"
"1532179934355","113574392715964092494","","6:56 thane slow train shortly arriving on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 07:02 PM","1532179934355"
"1532179951410","113574392715964092494","","6:56 titwala fast train arrived on platform no 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 07:02 PM","1532179951410"
"1532179961587","114667266203281398517","","7:01 Kalyan slow train shortly arriving on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:02 PM","1532179961587"
"1532179968701","113574392715964092494","","6:43 cst slow train shortly arriving on platform no 6 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 07:02 PM","1532179968701"
"1532179976857","114667266203281398517","","6:56 thane slow train left from platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:02 PM","1532179976857"
"1532179978774","112894370020260664055","","6:58 kalyan slow local train arrives shortly at platform no 2 (sent from Thane Stn.)","Thane User","","","","","21 Jul 07:02 PM","1532179978774"
"1532180004456","112894370020260664055","","6:54 CSMT fast local train arrives shortly at platform no 6 (sent from Thane Stn.)","Thane User","","","","","21 Jul 07:03 PM","1532180004456"
"1532180144236","113574392715964092494","","7:04 kalyan fast train shortly arriving on platform no 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 07:05 PM","1532180144236"
"1532180196915","100355250068321337877","","Hyderabad  train (sent from Matunga Road Stn.)","RAMESH JAIN","","","","","21 Jul 07:06 PM","1532180196915"
"1532180241910","114667266203281398517","","7:01 Kalyan slow train arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:07 PM","1532180241910"
"1532180263974","114667266203281398517","","7:02 Thane fast train left from platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:07 PM","1532180263974"
"1532180295906","114667266203281398517","","7:05 Dombiveli slow train shortly arriving on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:08 PM","1532180295906"
"1532180321592","114667266203281398517","","7:14 Badlapur fast train shortly arriving on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:08 PM","1532180321592"
"1532180327648","106907877918725370312","","is the train on time from dadr to Thane fast (sent from Andheri)","ALWIN FERNANDES","","","","","21 Jul 07:08 PM","1532180327648"
"1532180340771","113574392715964092494","","7:04 thane slow train shortly arriving on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 07:09 PM","1532180340771"
"1532180358178","113574392715964092494","","7:11 cst slow train shortly arriving on platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 07:09 PM","1532180358178"
"1532180443869","114667266203281398517","","7:01 Kalyan slow train left from platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:10 PM","1532180443869"
"1532180461163","114667266203281398517","","7:14 Badlapur fast train arrived on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:11 PM","1532180461163"
"1532180473282","118204970769253344505","","is fast train of central on time","umesh dhodi","","","","","21 Jul 07:11 PM","1532180473282"
"1532180488594","114667266203281398517","","7:18 kasara fast train shortly arriving on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:11 PM","1532180488594"
"1532180505774","111123548178576046363","","khopoli (sent from Khopoli)","Md Rejaul","","","","","21 Jul 07:11 PM","1532180505774"
"1532180506642","114667266203281398517","","7:05 Dombiveli slow train arrived on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:11 PM","1532180506642"
"1532180655091","114667266203281398517","","7:14 Kalyan slow train arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:14 PM","1532180655091"
"1532180671393","114667266203281398517","","7:18 kasara fast train arrived on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:14 PM","1532180671393"
"1532180686542","114667266203281398517","","7:05 Dombiveli slow train left from platform no 4 (sent from Cst Stn.)","CST User","1","","","","21 Jul 07:14 PM","1532180686542"
"1532180756376","114667266203281398517","","7:14 Badlapur fast train left from platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:15 PM","1532180756376"
"1532180803779","102225418140233312326","","pls give me status of kanjurmarg to cst ?? (sent from Kanjur Marg Stn.)","Mital Khona","","","","","21 Jul 07:16 PM","1532180803779"
"1532180826012","114667266203281398517","","7:18 Kalyan slow train shortly arriving on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:17 PM","1532180826012"
"1532180854028","114667266203281398517","","7:31 Titwala fast train shortly arriving on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:17 PM","1532180854028"
"1532180878910","114667266203281398517","","7:14 Kalyan slow train left from platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:17 PM","1532180878910"
"1532181011116","114667266203281398517","","7:18 kasara fast train left from platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:20 PM","1532181011116"
"1532181035833","114667266203281398517","","7:22 Thane slow train shortly arriving on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:20 PM","1532181035833"
"1532181040302","113574392715964092494","","7:27 thane slow train shortly arriving on platform no 2 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 07:20 PM","1532181040302"
"1532181048694","112894370020260664055","","7:11 Dadar slow local train arrives shortly at platform no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 07:20 PM","1532181048694"
"1532181063885","113574392715964092494","","7:23 cst  slow train shortly arriving on platform no 2 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 07:21 PM","1532181063885"
"1532181064030","112894370020260664055","","7:17 Dombivli slow local train arrives shortly at platform no 2 (sent from Thane Stn.)","Thane User","","","","","21 Jul 07:21 PM","1532181064030"
"1532181076901","114667266203281398517","","7:22 Thane slow train arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:21 PM","1532181076901"
"1532181163988","114667266203281398517","","7:18 Kalyan slow train left from platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:22 PM","1532181163988"
"1532181182398","114667266203281398517","","7:31 Titwala fast train shortly arriving on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:23 PM","1532181182398"
"1532181195850","100678804603150842069","","7:10 min fast local for ambernath is just arrvied at Thane stn","joseph pinto","","","","","21 Jul 07:23 PM","1532181195850"
"1532181304979","114667266203281398517","1","7:32 Badlapur slow train shortly arriving on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:25 PM","1532181304979"
"1532181332411","114667266203281398517","","7:22 Thane slow train left from platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:25 PM","1532181332411"
"1532181404373","114667266203281398517","","7:31 Titwala fast train arrived on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:26 PM","1532181404373"
"1532181418587","114667266203281398517","","7:32 Badlapur slow train arrived on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:26 PM","1532181418587"
"1532181432572","114667266203281398517","","7:35 Thane slow train shortly arriving on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:27 PM","1532181432572"
"1532181561129","114667266203281398517","","7:35 Thane slow train arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:29 PM","1532181561129"
"1532181583480","114667266203281398517","","7:42 Ambernath fast train shortly arriving on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:29 PM","1532181583480"
"1532181711437","114667266203281398517","","7:42 Ambernath fast train arrived on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:31 PM","1532181711437"
"1532181771582","114667266203281398517","","7:32 Badlapur slow train left from platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:32 PM","1532181771582"
"1532181795407","114667266203281398517","","7:31 Titwala fast train left from platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:33 PM","1532181795407"
"1532181876901","114667266203281398517","","7:46 Titwala fast train shortly arriving on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:34 PM","1532181876901"
"1532181918632","114667266203281398517","","7:45 Kalyan slow train shortly arriving on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:35 PM","1532181918632"
"1532181945686","114667266203281398517","","7:46 Titwala fast train arrived on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:35 PM","1532181945686"
"1532181991100","114667266203281398517","","7:35 Thane slow train left from platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:36 PM","1532181991100"
"1532182014482","112894370020260664055","","7:33 CSMT fast local train arrives shortly at platform no 6 (sent from Thane Stn.)","Thane User","","","","","21 Jul 07:36 PM","1532182014482"
"1532182029404","112894370020260664055","","7:34 kalyan slow local train arrives shortly at platform no 2 (sent from Thane Stn.)","Thane User","","","","","21 Jul 07:37 PM","1532182029404"
"1532182055948","112894370020260664055","","7:35 Ambernath fast local train arrives shortly at platform no 5 (sent from Thane Stn.)","Thane User","","","","","21 Jul 07:37 PM","1532182055948"
"1532182116175","114667266203281398517","","7:50 Thane slow train shortly arriving on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:38 PM","1532182116175"
"1532182140215","114667266203281398517","","7:45 Kalyan slow train arrived on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:39 PM","1532182140215"
"1532182257534","114667266203281398517","","7:50 Thane slow train arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:40 PM","1532182257534"
"1532182263268","113574392715964092494","","7:32 kalyan slow train shortly arriving on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 07:41 PM","1532182263268"
"1532182278005","113574392715964092494","","7:36 badalpur fast train arrived on platform no 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 07:41 PM","1532182278005"
"1532182420616","114788648753119482093","","Asangaon cstm train position Sanga please (sent from Vasind Stn.)","anil patil","","","","","21 Jul 07:43 PM","1532182420616"
"1532182439094","113327774824848642868","","maharastra time paper ka app bich mai badha hai, pl. hatav (sent from Ambernath)","ULHAS CHAUDHARY","","","","","21 Jul 07:43 PM","1532182439094"
"1532182442551","114667266203281398517","","7:42 Ambernath fast train left from platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:44 PM","1532182442551"
"1532182451802","110547639295576339233","","bycalla se kurla Jana hai (sent from Kurla Stn.)","Babu Khan","","","","","21 Jul 07:44 PM","1532182451802"
"1532182454141","105496676666565952620","","CST Kalyan fast 15 coach (time 7.28) still not come at cst (sent from Cst Stn.)","vijay mane","","","","","21 Jul 07:44 PM","1532182454141"
"1532182503061","106809553328509579763","","all trains are late by 15 20 minutes... I waiting at ambarnath station.... got announcement..  (sent from Ambernath Stn.)","Rohan Bangera","","","","","21 Jul 07:45 PM","1532182503061"
"1532182525162","114667266203281398517","","7:50 karjat fast train shortly arriving on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:45 PM","1532182525162"
"1532182533250","114269309848144945885","","hiii (sent from Ambivli)","vishal waghmare","","","","","21 Jul 07:45 PM","1532182533250"
"1532182591024","114667266203281398517","","7:46 Titwala fast train left from platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:46 PM","1532182591024"
"1532182713159","114667266203281398517","","7:45 Kalyan slow train left from platform no 4 (sent from Cst Stn.)","CST User","1","","","","21 Jul 07:48 PM","1532182713159"
"1532182724461","110201293606334233862","","22nd megha block on central railway","ganesh panchal","","","","","21 Jul 07:48 PM","1532182724461"
"1532182732914","114667266203281398517","","7:50 karjat fast train arrived on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:48 PM","1532182732914"
"1532182797339","112894370020260664055","","7:43 Badlapur slow local train arrives shortly at platform no 3 (sent from Thane Stn.)","Thane User","","","","","21 Jul 07:49 PM","1532182797339"
"1532182820526","112894370020260664055","","please refer to most like chat Sunday megablock information  (sent from Thane Stn.)","Thane User","","110201293606334233862","22nd megha block on central railway","ganesh panchal","21 Jul 07:50 PM","1532182820526"
"1532182885065","105496676666565952620","","just move from CST (sent from Cst Stn.)","vijay mane","","105496676666565952620","CST Kalyan fast 15 coach (time 7.28) still not come at cst (sent from Cst Stn.)","vijay mane","21 Jul 07:51 PM","1532182885065"
"1532182908364","112894370020260664055","","7:46 CSMT slow local train arrives shortly at platform no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 07:51 PM","1532182908364"
"1532182985461","114667266203281398517","","7:50 karjat fast train left from platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:53 PM","1532182985461"
"1532183008215","114667266203281398517","","7:50 karjat fast train left from platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 07:53 PM","1532183008215"
"1532183128021","103057677825085291728","","7.46 slow train left from kurla late by 8 m (sent from Kurla Stn.)","kedarnath das","","","","","21 Jul 07:55 PM","1532183128021"
"1532183164827","117478177097550572997","","Kal ka megablock CST ka (sent from Ulhas Nagar)","yogesh pawar","","","","","21 Jul 07:56 PM","1532183164827"
"1532183205145","103892283405257943035","","hi","ATHARVA Shedge","","","","","21 Jul 07:56 PM","1532183205145"
"1532183271847","101958538375543910114","","up line titwala megablock","Devendra Mahajan","","","","","21 Jul 07:57 PM","1532183271847"
"1532183349405","117478177097550572997","","central line sir (sent from Ulhas Nagar)","yogesh pawar","","","","","21 Jul 07:59 PM","1532183349405"
"1532183420735","106975918495190030102","1","Hii","Nitin Patil","","","","","21 Jul 08:00 PM","1532183420735"
"1532183439791","117080816131965008821","","8. 03 thane karjat slow status? ","sushant mhatre","","","","","21 Jul 08:00 PM","1532183439791"
"1532183446494","114588471698504338676","","Kindly check Megablock details in *Most Liked Chats at right side of chat section* also the Megablock details are available in News section of m-indicator app. News section button is present at top right corner of chat section","Tester1 Mobond","","","","","21 Jul 08:00 PM","1532183446494"
"1532183457594","106995186909423076745","","Kalyan 15 coach status please  (sent from Dadar Stn.)","DILIP LODAYA","","","","","21 Jul 08:00 PM","1532183457594"
"1532183468756","112894370020260664055","","7:56 kalyan slow local train arrives shortly at platform no 2 (sent from Thane Stn.)","Thane User","","","","","21 Jul 08:01 PM","1532183468756"
"1532183490694","112894370020260664055","","7:54 CSMT slow local train arrives shortly at platform no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 08:01 PM","1532183490694"
"1532183516670","103533739930582952309","1","late aahe ajun nahi aali stn var😅 (sent from Thane Stn.)","eshan patel","","117080816131965008821","8. 03 thane karjat slow status? ","sushant mhatre","21 Jul 08:01 PM","1532183516670"
"1532183534128","117080816131965008821","","bhava ","sushant mhatre","","","","","21 Jul 08:02 PM","1532183534128"
"1532183542042","117080816131965008821","","Ali ki sang plz","sushant mhatre","","","","","21 Jul 08:02 PM","1532183542042"
"1532183614534","117381909181385551906","","is there mega block tomorrow betwn karjat-badlapur?","Mahesh Deshmukh","","","","","21 Jul 08:03 PM","1532183614534"
"1532183647589","113750156250060879415","","khopoli to CST (sent from Khopoli Stn.)","Mohsin Shaikh","1","","","","21 Jul 08:04 PM","1532183647589"
"1532183776483","114588471698504338676","","Please go through the details of CR line in Megablock, posted in most liked chats & plan your journey..","Tester1 Mobond","","117381909181385551906","is there mega block tomorrow betwn karjat-badlapur?","Mahesh Deshmukh","21 Jul 08:06 PM","1532183776483"
"1532183842246","112894370020260664055","","7:58 CSMT slow local train arrives shortly at platform no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 08:07 PM","1532183842246"
"1532183914101","114588471698504338676","1","Please check Local section of m-indicator app present in home page to check the local train time table.","Tester1 Mobond","","112707076862811818234","where do i find local train time table (sent from Mulund Stn.)","Ashwini Kurdukar","21 Jul 08:08 PM","1532183914101"
"1532183968597","102621477837677108920","1","karjat local kuthe pochli (sent from Vithalwadi Stn.)","Rupali Sangale","","","","","21 Jul 08:09 PM","1532183968597"
"1532183983836","106285664686560707827","","hi (sent from Nahur Stn.)","Pankaj Dubey","","","","","21 Jul 08:09 PM","1532183983836"
"1532184229962","112894370020260664055","1","8:09 kalyan fast local train arrives shortly at platform no 5 (sent from Thane Stn.)","Thane User","","","","","21 Jul 08:13 PM","1532184229962"
"1532184251673","112894370020260664055","","8:06 CSMT fast local train arrives shortly at platform no 6 (sent from Thane Stn.)","Thane User","","","","","21 Jul 08:14 PM","1532184251673"
"1532184507703","108308562051409662512","","8.08 badlapur slow left from dombivali (sent from Dombivli Stn.)","Raju Samyani","","","","","21 Jul 08:18 PM","1532184507703"
"1532184558429","101946467515546284437","","please chrak the 8:24 Ambarnath local status (sent from Airoli Stn.)","seju chavan","","","","","21 Jul 08:19 PM","1532184558429"
"1532184616940","105030275279431913623","","kalyan (sent from Badlapur Stn.)","Pankaj Rokade","","102621477837677108920","karjat local kuthe pochli (sent from Vithalwadi Stn.)","Rupali Sangale","21 Jul 08:20 PM","1532184616940"
"1532184631281","100678804603150842069","","Where is Dadar - ambernath Fast local reach Dadar 7:40 Ghatkopar 7:52...Thane 8:06 (sent from Kalyan Stn.)","joseph pinto","","","","","21 Jul 08:20 PM","1532184631281"
"1532184671695","101946467515546284437","","No 8:24 Ambarnath live status (sent from Airoli Stn.)","seju chavan","","","","","21 Jul 08:21 PM","1532184671695"
"1532184753363","113574392715964092494","","8:13 cst slow train shortly arriving on platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 08:22 PM","1532184753363"
"1532184768463","101946467515546284437","","Thane users Any one are online (sent from Airoli)","seju chavan","","","","","21 Jul 08:22 PM","1532184768463"
"1532185263580","104634018697992470459","","ya say (sent from Kalyan)","Sagar Kute","","","","","21 Jul 08:31 PM","1532185263580"
"1532185340665","114667266203281398517","","8:26 kurla slow train arrived on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:32 PM","1532185340665"
"1532185352748","114667266203281398517","","8:30 Thane fast train arrived on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:32 PM","1532185352748"
"1532185365419","114667266203281398517","","8:30 Titwala slow train shortly arriving on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:32 PM","1532185365419"
"1532185412592","102506194426756949853","","0837 CST Kalyan live status??  (sent from Kalyan Stn.)","kunal patil","","","","","21 Jul 08:33 PM","1532185412592"
"1532185476038","114667266203281398517","","8:26 kurla slow train left from platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:34 PM","1532185476038"
"1532185493047","103922348853025832260","","what about fast train at thane station","afzal shaikh","","","","","21 Jul 08:34 PM","1532185493047"
"1532185500728","114667266203281398517","","8:30 Titwala slow train arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:35 PM","1532185500728"
"1532185520877","114667266203281398517","","8:42 Kalyan fast train shortly arriving on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:35 PM","1532185520877"
"1532185550922","103922348853025832260","","any info of fast train at thane station platform no 6 (sent from Kalva)","afzal shaikh","","","","","21 Jul 08:35 PM","1532185550922"
"1532185583879","101946467515546284437","","8:24 Ambarnath fast local what is the status (sent from Thane Stn.)","seju chavan","","","","","21 Jul 08:36 PM","1532185583879"
"1532185596896","100585871710161258027","1","want to go khopoli from karjat at 9.22am .. is there any mega block in this route... please tell me (sent from Kalva Stn.)","Bharat Kumar Dontul","","114588471698504338676","Megablock on 22 July 2018, Sunday\n\n\nWESTERN LINE \nBORIVALI – NAIGAON UP & DOWN FAST LINES FROM 11:00 AM TO 3:00 PM \n\nCENTRAL LINE \nMATUNGA – MULUND DOWN FAST LINE FROM 10:15 AM TO 3:15 PM \n\nHARBOUR LINE \nCSMT – CHUNABHATTI / BANDRA DOWN LINE FROM 11:40 AM TO 4:40 PM & \nCHUNABHATTI / BANDRA - CSMT UP LINE FROM 11:10 AM TO 4:10 PM \n\n-------------------------------------------- \nDetails \n\nWESTERN LINE\n\nBORIVALI – NAIGAON UP & DOWN FAST LINES FROM 11:00 AM TO 3:00 PM \n• During the block, all Up fast trains will run on Up slow line Ex Virar/Vasai Road to Borivali & all Down fast trains will run on Down slow line Ex Borivali to Vasai Road/Virar. \n\nCENTRAL LINE\n\nMATUNGA – MULUND DOWN FAST LINE FROM 10:15 AM TO 3:15 PM \n• Down fast/semi fast services leaving CSMT from 9:38 am to 2:54 pm will be diverted on Down slow line between Matunga & Mulund stations halting at all stations between Sion & Mulund stations & will arrive destination 20 minutes behind schedule. Down Fast trains beyond Thane will be re-diverted on Down fast line from Mulund. \n• All Up fast/semi fast services leaving Thane from 10:46 am to 3:19 pm will halt at Mulund, Bhandup, Vikhroli, Ghatkopar & Kurla stations in addition to their respective scheduled halts & will arrive destination 15 minutes behind schedule. \n• All slow services arriving & leaving CSMT between 11:00 am & 5:00 pm will arrive destination 10 minutes behind schedule \n• All long distance trains leaving CSMT & Dadar during the block period will be diverted on Down slow line between Matunga & Mulund & will run 30 minutes behind schedule.   \n\nHARBOUR LINE\n\nCSMT – CHUNABHATTI / BANDRA DOWN LINE FROM 11:40 AM TO 4:40 PM & \nCHUNABHATTI / BANDRA - CSMT UP LINE FROM 11:10 AM TO 4:10 PM \n• Down Harbour line services to Vashi / Belapur /Panvel leaving CSMT/Vadala Road from 11:34 am to 4:47 pm & Down Harbour line services to Bandra/Andheri/Goregaon leaving CSMT from 9:56 am to 4:43 pm will remain suspended. \n• Up Harbour line services for CSMT leaving Panvel/Belapur/Vashi from 9:53 am to 3:20 pm & Up Harbour line services leaving Bandra/Andheri/Goregaon from 10:45 am to 4:58 pm will remain suspended. \n• However, Special services will run between Panvel & Kurla (Platform No.8) during the block period. \n• Harbour line passengers are permitted to travel via Main Line & Western Railway from 10.00 am to 6.00 pm during block period.","Tester1 Mobond","21 Jul 08:36 PM","1532185596896"
"1532185626261","114667266203281398517","1","8:30 Thane fast train left from platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:37 PM","1532185626261"
"1532185680359","114667266203281398517","1","8:42 Kalyan fast train arrived on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:38 PM","1532185680359"
"1532185712521","114667266203281398517","","8:40 Ambernath slow train shortly arriving on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:38 PM","1532185712521"
"1532185778466","100544526641984089777","","what about Khopli train ??  (sent from Badlapur Stn.)","dhananjay khedekar","","","","","21 Jul 08:39 PM","1532185778466"
"1532185858967","114562806887290421839","1","cancelled tickets from Thane to Kankavali ","Nanda Kothale","","","","","21 Jul 08:40 PM","1532185858967"
"1532185883306","110574737725507191095","","diva tu Dadar First train 22 jul (sent from Diva Jn Stn.)","Vitthal Godse","","","","","21 Jul 08:41 PM","1532185883306"
"1532185917510","114667266203281398517","","8:30 Titwala slow train left from platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:41 PM","1532185917510"
"1532185921527","114562806887290421839","","pnr No 8707868567 Rac Sl5 63","Nanda Kothale","","","","","21 Jul 08:42 PM","1532185921527"
"1532185934082","114667266203281398517","","8:40 Ambernath slow train arrived on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:42 PM","1532185934082"
"1532186020146","114667266203281398517","","8:36 Thane slow train shortly arriving on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:43 PM","1532186020146"
"1532186067280","114667266203281398517","1","8:36 Thane slow train arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:44 PM","1532186067280"
"1532186082185","114667266203281398517","","8:42 Kalyan fast train left from platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:44 PM","1532186082185"
"1532186098822","114667266203281398517","","8:46 khopoli fast train shortly arriving on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:44 PM","1532186098822"
"1532186165205","113574392715964092494","","8:36 thane slow train shortly arriving on platform no 1","Dadar User","","","","","21 Jul 08:46 PM","1532186165205"
"1532186199177","113574392715964092494","","8:36 thane slow train shortly arriving on platform no 1","Dadar User","","","","","21 Jul 08:46 PM","1532186199177"
"1532186285853","113574392715964092494","","8:36 thane slow train shortly arriving on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 08:48 PM","1532186285853"
"1532186300518","113574392715964092494","","8:45 thane fast train shortly arriving on platform no 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 08:48 PM","1532186300518"
"1532186322016","112087999912551831571","","camt fast train shortly arriving to Dadar (sent from Vidyavihar Stn.)","HARISH SHRIRAMOJ","","","","","21 Jul 08:48 PM","1532186322016"
"1532186369470","113574392715964092494","","8:40 dombivli slow train shortly arriving on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 08:49 PM","1532186369470"
"1532186388366","114667266203281398517","1","8:46 khopoli fast train arrived on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:49 PM","1532186388366"
"1532186390168","112728603430623701929","","karjat train left ya no in csmt ? (sent from Dadar Stn.)","Shivshankar Yadav","","","","","21 Jul 08:49 PM","1532186390168"
"1532186411344","114667266203281398517","","8:36 Thane slow train left from platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:50 PM","1532186411344"
"1532186435352","114667266203281398517","","8:50 kasara fast train shortly arriving on platform no 4 (sent from Cst Stn.)","CST User","1","","","","21 Jul 08:50 PM","1532186435352"
"1532186437696","112728603430623701929","","??plz (sent from Dadar Stn.)","Shivshankar Yadav","","112728603430623701929","karjat train left ya no in csmt ? (sent from Dadar Stn.)","Shivshankar Yadav","21 Jul 08:50 PM","1532186437696"
"1532186448294","114667266203281398517","","8:46 khopoli fast train left from platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:50 PM","1532186448294"
"1532186461939","112728603430623701929","1","thanks bro (sent from Dadar Stn.)","Shivshankar Yadav","","","","","21 Jul 08:51 PM","1532186461939"
"1532186484788","113574392715964092494",""," 8:36 cst slow train shortly arriving on platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 08:51 PM","1532186484788"
"1532186485496","102343355751535020837","","k (sent from Cst Stn.)","Kiran Manchikatla","","","","","21 Jul 08:51 PM","1532186485496"
"1532186497635","113574392715964092494","","8:34 cst fast train shortly arriving on platform no 6 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 08:51 PM","1532186497635"
"1532186500782","114667266203281398517","","8:50 kasara fast train arrived on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:51 PM","1532186500782"
"1532186514464","114667266203281398517","","8:48 Dombevli slow train shortly arriving on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:51 PM","1532186514464"
"1532186516508","112894370020260664055","","8:45 CSMT slow local train arrives shortly at platform no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 08:51 PM","1532186516508"
"1532186544829","113574392715964092494","2","8:44 kurla slow train shortly arriving on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 08:52 PM","1532186544829"
"1532186643216","114667266203281398517","","8:48 Dombevli slow train arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:54 PM","1532186643216"
"1532186716684","114667266203281398517","","8:50 kasara fast train left from platform no 4 (sent from Cst Stn.)","CST User","2","","","","21 Jul 08:55 PM","1532186716684"
"1532186767745","113574392715964092494","","byeee byeee byeee byee (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 08:56 PM","1532186767745"
"1532186822983","113574392715964092494","","byeee byeee byeee byeee  (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 08:57 PM","1532186822983"
"1532186829878","102475171690031926217","","from Kalyan to Ghatkoper (sent from Shahad)","mukesh vasani","","","","","21 Jul 08:57 PM","1532186829878"
"1532186847475","114667266203281398517","","8:48 Dombevli slow train left from platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 08:57 PM","1532186847475"
